# Reversed  and MeV Units (To Match MCNP tally output),,
1.25,0.08599422,
1.317,0.1046171,
1.356,0.05724845,
1.4,0.0614336,
1.5,0.1211357,
1.85,0.3418723,
2.354,0.3203906,
2.479,0.06099951,
3,0.1945283,
4.304,0.2536006,
4.8,0.05111545,
6.434,0.08635252,
8.187,0.0293224,
10,0.008813722,
12.84,0.002883571,
13.84,0.000205576,
14.55,4.19934E-05,
15.68,1.23503E-05,
17.33,5.9945E-06,
20,3.87991E-07,
